unit	note_no	source_scan	source_printed	anchor_status	sig_excerpt
appendix/4	13	190	173	matched	atwukuantsun
appendix/4	14	190	173	matched	nticscapulas
appendix/4	15	190	173	matched	chronologies
appendix/4	16	190	173	matched	dbeyonddoubt
appendix/4	17	190	173	matched	otyetcertain
appendix/4	18	190	173	matched	nknownfactor
appendix/4	27	193	176	matched	antraditions
appendix/4	28	193	176	matched	givenintable
appendix/5	1	194	177	no-fuzzy-match	scribedinsec
appendix/5	2	194	177	no-fuzzy-match	discontinued
appendix/5	3	194	177	matched	tualsdivined
appendix/5	4	194	177	no-marker	
appendix/5	6	195	178	matched	gonchissuday
appendix/5	5	195	178	no-marker	
appendix/5	34	199	182	matched	heperiodizer
appendix/5	35	199	182	matched	tionsevolved
